Condition,Electrode,ITPC
US,1,"[0.06996044362672249, 0.046400648120092, 0.042995593056975, 0.026955387128579273, 0.007065841978917881, 0.05115004270892224, 0.0217073928253571, 0.11353767160206525, 0.02980206414415819, 0.0333691158482578, 0.050488123864865835, 0.05900167915004646, 0.03838448355198323, 0.04634522829827352, 0.06385948893847082, 0.035257176147701644, 0.052698908043156426, 0.00870643799581388, 0.044186356427499865, 0.07455524043256233, 0.034626660912050085, 0.031018180014086634, 0.062039771713810976, 0.07783596659843348, 0.00247509871151691, 0.06588932914840014, 0.06135384782854147, 0.0667788674236004, 0.04637975310910196, 0.03503916434866628, 0.05752685569807453, 0.0457805483067659, 0.05055119591219276, 0.028976858012419292, 0.012089975381535919, 0.03620057748578109, 0.09008178175107867, 0.06687492682189594, 0.018464971848934992, 0.055618827320600535, 0.04941718069345661, 0.03673086993200948, 0.05094814158909903, 0.046409941266895204, 0.06473262826519002, 0.019399254472414827, 0.050820167541206766, 0.05796602491457784, 0.017838936042997185, 0.039440747096630514, 0.033559874268617354, 0.04587470842795039, 0.03042648801030545, 0.049805448738741875, 0.020958627868567756, 0.022347430203223634, 0.02343145513207157]"
US,2,"[0.07003798436330701, 0.035090941027803475, 0.02978758898109574, 0.024991904675018658, 0.022960115112796622, 0.02518996277523036, 0.024486136466034092, 0.09626113449464138, 0.06487752251351878, 0.030710725396056966, 0.07461514433494965, 0.03065348173430577, 0.03925010558374463, 0.035697004352124695, 0.05712494017410901, 0.04278351497531316, 0.044089444947527194, 0.023973610081765878, 0.05005213105388504, 0.07407103690427339, 0.03829775806520253, 0.046469129461694306, 0.0537316759372515, 0.074384553592598, 0.015047156321922588, 0.10011413036848005, 0.05338858964655014, 0.03424497079278352, 0.049602205860787583, 0.028199448333570493, 0.05635375286262643, 0.03242164088856109, 0.04685625715452246, 0.024947090168879124, 0.009652389080706533, 0.05625592921642605, 0.10430505517502194, 0.055587622742121284, 0.03981380050569005, 0.019329492307239814, 0.041897795549748165, 0.018405061943167565, 0.0547416123899428, 0.04564079459116598, 0.06081884649208216, 0.030717398318749253, 0.050753636600691786, 0.05889084910315171, 0.02455193664341502, 0.05181745483226927, 0.022765608348079426, 0.004821350220413791, 0.03602488272244341, 0.07680471127276366, 0.03390597235159628, 0.023104613902366598, 0.022345804237972607]"
US,3,"[0.03849826210184124, 0.11350266930315786, 0.061492221967830066, 0.02836331353104058, 0.04956308909054433, 0.01965701392638171, 0.04616758526377544, 0.09486364430165586, 0.039176625926014744, 0.01383716948844449, 0.01626620512089037, 0.018308719738769835, 0.01960786552939153, 0.011029394688841595, 0.010006466725446871, 0.00959981102480259, 0.006705289074741724, 0.013055626061414558, 0.05597906807243509, 0.11066130122716374, 0.06923531930454525, 0.03575075679127101, 0.03659816051355613, 0.03606187788007267, 0.017025324745659893, 0.014675450165103509, 0.06354430811442456, 0.07649998023655835, 0.08977362025380094, 0.04594915561721383, 0.059498758118422576, 0.09605700373912407, 0.059478029310267994, 0.03361099563715922, 0.058537622148767815, 0.04722793698948999, 0.059557789028899646, 0.03664767799202731, 0.04214920536946218, 0.08676831663988631, 0.09112620467398966, 0.027353508974378746, 0.09476976841379074, 0.11850227439085159, 0.04189798124838932, 0.01698205703184903, 0.049585640864979304, 0.06597431064635878, 0.03334711962330647, 0.019933018595244566, 0.03499032101906645, 0.017081401266807256, 0.025303989760293712, 0.03970764226934693, 0.021986983934963518, 0.022131746889684816, 0.01497314807683723]"
US,4,"[0.03802932570227567, 0.06179604218705576, 0.08722101371006168, 0.10007662364599386, 0.028844427813806122, 0.019112172941484686, 0.03507463747440426, 0.17579756560807785, 0.08855360210492724, 0.028975023152868894, 0.04173205825145332, 0.04035717315848789, 0.02725831391246831, 0.04498465422074045, 0.03041427977476215, 0.024056144352843194, 0.03387955992537391, 0.04522090659318969, 0.07310862021080664, 0.10195012031207806, 0.06649300072033479, 0.02015568964069183, 0.05403502304482096, 0.06336783418620329, 0.027829842125979505, 0.0366296258431223, 0.04475062872985966, 0.07339843676191339, 0.05172315690310306, 0.03499484386669911, 0.012002505706086353, 0.07860718847935158, 0.04044749593958368, 0.02513352984209136, 0.018860814969418747, 0.015119644591074531, 0.04272041853279774, 0.07455155224883755, 0.047192403853016776, 0.046582148040463386, 0.039832397840548386, 0.03196596680514794, 0.06943749271671132, 0.20427849924119323, 0.13295847763535779, 0.04223058873897508, 0.05190981079575236, 0.05970685096504954, 0.01733910686038624, 0.030521562756425216, 0.041595700580910645, 0.04035172793396522, 0.0660264441723179, 0.05038636916778391, 0.060333164047475255, 0.07815424850523928, 0.012910607222177031]"
US,5,"[0.042992276167073656, 0.026962634687321397, 0.0464859857874413, 0.059044247896834705, 0.018467806317492938, 0.021281535619133755, 0.05942770322049977, 0.17594788683105944, 0.10228276762110103, 0.03610005004599331, 0.05158556882670087, 0.06204313383447349, 0.02337195367339442, 0.07506794707300064, 0.06281270218242758, 0.014424290691760823, 0.03855535564098896, 0.058700044637654596, 0.08478186895309184, 0.07600865603548675, 0.06092603135753703, 0.026080109281239456, 0.06646390919985125, 0.05856601120400522, 0.03552930440857031, 0.03751642820597135, 0.03710673097378025, 0.0499279569236036, 0.07169408580619402, 0.05508354564228567, 0.049152855334987096, 0.10570305712664266, 0.08996101565637146, 0.03678218314997841, 0.03758010733389004, 0.051635012540096434, 0.06676905167261597, 0.09352262109017682, 0.11028503598818744, 0.0050211778110653355, 0.006742632609079258, 0.04156058026254402, 0.14015734303330643, 0.308919924992861, 0.16511413200749728, 0.07611531323179405, 0.04241238272125057, 0.03405029895084237, 0.025428462597367654, 0.09107288653254401, 0.02720385331142163, 0.036552029899511666, 0.06340155900874418, 0.05602305067952801, 0.05293920591372651, 0.0808442107808508, 0.017609130787128065]"
US,6,"[0.012894536038729448, 0.013670589328062158, 0.05452499223332679, 0.02887962732967888, 0.014995745133316115, 0.016334965933503386, 0.038575163437794636, 0.13374654783147183, 0.08767709495750503, 0.03700779477703312, 0.0803138580112758, 0.07311511855988015, 0.022484321734112894, 0.06831493978303535, 0.08626484918388655, 0.02682311730579154, 0.024012360542097613, 0.06046693319658972, 0.11076573648227543, 0.1273302927813482, 0.07291413076522602, 0.0423702744591748, 0.03667495712034241, 0.05089425883812483, 0.030300345350525996, 0.08170553440156936, 0.04986034962646788, 0.04807159797716888, 0.07940679417380356, 0.10262340329084872, 0.06458648459226833, 0.13852977516539053, 0.11037343961097242, 0.06889793397595122, 0.026225960590568104, 0.0159423879490318, 0.05281254809227196, 0.06493592845371222, 0.08177329201835172, 0.051130383263132045, 0.012146518599135854, 0.039450172603261724, 0.046547538526984296, 0.1516681656038056, 0.13245804203519865, 0.05899971024971255, 0.03707986396213624, 0.0819407577009359, 0.031317192800521795, 0.083799628216407, 0.0562817251692542, 0.03715071679584657, 0.08975359270046923, 0.06833268367446461, 0.0410044342793959, 0.04083672117887756, 0.014840786141699652]"
US,7,"[0.07128958532744485, 0.03862161883979686, 0.03772085555542922, 0.048763492869298826, 0.023523710446935322, 0.0718587517132831, 0.023314771216375294, 0.061788685191186354, 0.03221855453210804, 0.02858873836511334, 0.04898463945451247, 0.022729216136039357, 0.032178141718075606, 0.03970919566464195, 0.08389913691042902, 0.014526560221677769, 0.0202013205498882, 0.03557777213781713, 0.11305407523265901, 0.13535840694470294, 0.09098606767402088, 0.03838275932647116, 0.01367895232373724, 0.04672497259785292, 0.05876574785764748, 0.11150900672077435, 0.0564164685117094, 0.041311321921167404, 0.08684763078039258, 0.04647435779709604, 0.046820553058043606, 0.02617062659203541, 0.07817347752840063, 0.08030858078119417, 0.0177312965970677, 0.04376189574950481, 0.092189702953179, 0.07192847402625457, 0.033496189393129504, 0.017386390816494193, 0.013610530207700328, 0.049796349757613954, 0.15158281715594066, 0.1425747511123535, 0.09348507453194012, 0.047250271996070736, 0.04192014711594797, 0.07992345244434133, 0.017485840737010292, 0.040867572893936985, 0.019947148702517754, 0.025794748045984212, 0.050016167757712365, 0.08806992337773055, 0.011642536378663526, 0.025854744861803485, 0.035326428301051774]"
US,8,"[0.053922145215560005, 0.07698580901064608, 0.03978880913626184, 0.03221763575116963, 0.01762873979741826, 0.015575591455831823, 0.06347240896334445, 0.13148488170835218, 0.07247170902946949, 0.030925122383908994, 0.007874026832719464, 0.02610355983277429, 0.009249220081101942, 0.021951624616198786, 0.0317841625900464, 0.05042051808080505, 0.048147856683662324, 0.057334734935495825, 0.04053907104106183, 0.08443214848182477, 0.023730332723663206, 0.038082864982682464, 0.007490158107628999, 0.014497646906922814, 0.013439586573744023, 0.023663231869451587, 0.01526781517201528, 0.07264253190080332, 0.03944868989305485, 0.01015788051526022, 0.030057516996915227, 0.09015561791480871, 0.0384889815970692, 0.015377232773367625, 0.0393130719610914, 0.035460501692329185, 0.010026235459977897, 0.014668375177912873, 0.008268968884873606, 0.057091283388009825, 0.08126699118258897, 0.022524672273186625, 0.06085418714015865, 0.11706780359570847, 0.0643839944965564, 0.009853295160492664, 0.05441206001417957, 0.03308463336244154, 0.02386222865082769, 0.025797547611578514, 0.027373068970445193, 0.04574556947064929, 0.03278047473189996, 0.014943330533799133, 0.015512377363754881, 0.05463302740979504, 0.016125204351869465]"
US,9,"[0.053095097667344125, 0.04961062241711167, 0.0761311599256383, 0.06349172226796204, 0.036765173184282865, 0.03451402514420582, 0.0975413945288524, 0.1722796213904023, 0.11871829302340056, 0.05101490098233124, 0.06335679976161207, 0.05766625942047903, 0.024204816140637096, 0.049629223273509396, 0.06392853831344186, 0.02876728901473268, 0.01669513474466619, 0.05120354331483181, 0.060264062303007584, 0.0711243989496094, 0.02741138974728158, 0.031955347345488036, 0.040468507254452786, 0.04202557049190112, 0.03164052711950658, 0.037713286571685815, 0.05297956965329862, 0.05461930582448958, 0.014843179361527493, 0.06630089172410628, 0.06687645803224695, 0.1469891447027609, 0.1322792930002386, 0.07344164700153691, 0.07447690785173197, 0.055179994461771985, 0.02020885601412369, 0.05581770374975993, 0.08135261044176538, 0.01797195172390855, 0.022182898955446097, 0.03313356572174779, 0.28782887585017947, 0.4665087317022858, 0.2794636727802722, 0.057862315843671804, 0.038588645302685104, 0.04037627824882526, 0.005161447098728674, 0.064411253643858, 0.024377055412205778, 0.009171921649848147, 0.04280138925498644, 0.036718214351777904, 0.07077571205991968, 0.13629257535813932, 0.04190946083537841]"
US,10,"[0.06763639785879721, 0.02875253156581222, 0.0789651092177218, 0.02312403221838605, 0.013299819945982483, 0.05358228816255571, 0.06427605925708131, 0.10798516990145678, 0.05370624923238958, 0.05240547739269893, 0.06394334659356189, 0.06885219051959855, 0.023462881992431357, 0.07371471025204283, 0.10237891135915105, 0.07271798344655864, 0.03402514338697531, 0.04587503528047611, 0.08507154977376082, 0.04397297559519972, 0.054352515828445344, 0.016835754942516483, 0.059768206655095864, 0.05066273915785659, 0.02940577077555408, 0.034189520981703594, 0.0576869891635461, 0.07855818058637574, 0.01259400842584487, 0.07856888421923046, 0.10904208778157945, 0.1757642207022706, 0.12282318326217392, 0.047556711715411454, 0.03626241703423888, 0.07010913254268566, 0.027110425826630095, 0.03757146552495393, 0.06201829004527968, 0.04879503811177653, 0.03452950814666368, 0.03752859338120097, 0.24839725233762527, 0.47048655500165876, 0.30571906907940555, 0.031800510597583403, 0.005478908916217631, 0.04938584299020955, 0.0341459745427803, 0.1042803271071097, 0.03242288690168286, 0.0397414324194962, 0.04922038349742374, 0.04463461926964831, 0.04337037710650362, 0.10652267791648894, 0.048058243994606266]"
US,11,"[0.025048936667888606, 0.08459913374098212, 0.025432954259587574, 0.019267655038291295, 0.04913051302028802, 0.04070481049072554, 0.021375909496322128, 0.10336166493242666, 0.08022703898764838, 0.017510751190154862, 0.024444700774588633, 0.05158429159167499, 0.035494410807671385, 0.04275610189328034, 0.09155316406519383, 0.04540041692385904, 0.029168911600169066, 0.030116475061243025, 0.09771499992331859, 0.18201167310257002, 0.1217247154723689, 0.03744029249018748, 0.04332616158183277, 0.05977147579664305, 0.028443778556384167, 0.058806608170608864, 0.02079927174076715, 0.007294750196696772, 0.02091620344006682, 0.062228120483569065, 0.06358112285437596, 0.0625746145537467, 0.10767944198759465, 0.044437125296103414, 0.02560433769685201, 0.020688504454271308, 0.05880508187318842, 0.06632191664611636, 0.061984674160874303, 0.03552847960613013, 0.035302503402838095, 0.053630020416419386, 0.10751690227941273, 0.17362702457677007, 0.051349129181574575, 0.060319802368566, 0.016580958669860254, 0.04676328056718789, 0.023777839488568212, 0.0710420791089728, 0.06104934036517825, 0.01805521658407221, 0.045946436350074595, 0.06470795451489744, 0.006657951638055096, 0.03379201503386265, 0.041351125911499566]"
US,12,"[0.037685068272191216, 0.06197662818126719, 0.052157490676148076, 0.05230413601893788, 0.0697140374011252, 0.05350497655689131, 0.03398961588784978, 0.046245617074113295, 0.016979881818573645, 0.05755316453424269, 0.10396441570618785, 0.05595405281514093, 0.022261899101647668, 0.03192835894568562, 0.026745017453954238, 0.060115293785685045, 0.058373963102572674, 0.04410781733426538, 0.031596856133235846, 0.06175205677132153, 0.03979765532304973, 0.0442621409191327, 0.027699408991097112, 0.07363818555649984, 0.08001197845552527, 0.07122414003107325, 0.06720377100827181, 0.05775869231801189, 0.011086031135748624, 0.052461341150812774, 0.07114544527030038, 0.09767130351401988, 0.026994246496642314, 0.03589637511772508, 0.008158702925032858, 0.029842455819628806, 0.06040084846649824, 0.06786173010839118, 0.07643322977359425, 0.051286693296629736, 0.04006526812070749, 0.06840574626774071, 0.1430351250326615, 0.2357070778112897, 0.13978201899355724, 0.017095374551460835, 0.04220944248915649, 0.05757997483053871, 0.054400832910803526, 0.07739046385122977, 0.053478034961397275, 0.041544908772544804, 0.08316729272864255, 0.051071116114930204, 0.02635031756633211, 0.08328238889199947, 0.047463802744257905]"
US,13,"[0.10815354012537132, 0.12143240123685355, 0.10087461945275228, 0.041317314351279735, 0.01680176251801024, 0.048039463865596876, 0.06993909001670305, 0.13555169358214939, 0.035064366083494246, 0.06102153892167707, 0.008132854313939892, 0.07156325921432594, 0.023660060518822246, 0.03821367486822304, 0.03975090720006095, 0.012169334406551558, 0.05189528345845571, 0.020249037433564217, 0.04450231462474611, 0.11911862935528443, 0.11439092949761728, 0.018287665149366687, 0.033317455700985994, 0.06659117431452538, 0.0436015792516754, 0.06634683132335024, 0.10728475004934877, 0.07534779651989726, 0.07685609227381303, 0.02030295168624199, 0.06785778146053083, 0.09632868667035659, 0.07976038863813209, 0.04693832222640354, 0.03955906342658164, 0.040703992620098925, 0.05558606382892503, 0.03885638658318595, 0.04549873240221267, 0.03130903002411048, 0.03721694025631766, 0.052125982275629326, 0.20864312469498056, 0.30963502078566374, 0.19585205123092264, 0.06057252842753541, 0.05718973941199447, 0.06429571391723851, 0.05602557444225626, 0.029413556769462692, 0.031079787528541146, 0.027077936274932886, 0.018429263271956802, 0.012450668619447436, 0.06359262380163012, 0.10975384792213068, 0.08668142208209634]"
US,14,"[0.041472426308627026, 0.06757343452702609, 0.06212226563663467, 0.05677082146420711, 0.01614881873059665, 0.04450270175113471, 0.11646380941555926, 0.0690678490944499, 0.036444230007874494, 0.06294740071427754, 0.044762886974464976, 0.05933056189493699, 0.012400861173661591, 0.034813431294079406, 0.021165298799769305, 0.04751495337900997, 0.012056084191035387, 0.012065590377262386, 0.04350130495407659, 0.11181198850273412, 0.04133767657399223, 0.03196568198976941, 0.0067382028550145474, 0.029971354916881774, 0.03301218081309618, 0.042892072379000716, 0.0959722071463057, 0.041758647023929, 0.03794268034769552, 0.07022150693932704, 0.09107404902483722, 0.16118795122633092, 0.08271661885631917, 0.035810145906112055, 0.03664035864999298, 0.04783413628893383, 0.021712599191468878, 0.04868642818341712, 0.03758146438758692, 0.035412858720685704, 0.03957289694401949, 0.03221289730041138, 0.2903797414545667, 0.45485743926138045, 0.2553744743440491, 0.03193849883422907, 0.018433269668703418, 0.05050033848117354, 0.01959949582660273, 0.04065342244066506, 0.004950875107530123, 0.016484818811045455, 0.03222536901101798, 0.035367520126329016, 0.06802373798198935, 0.10965351909394792, 0.04936990975904818]"
US,15,"[0.05625601846215548, 0.07017166794233808, 0.0470584625376214, 0.01645884628149762, 0.052652688820718774, 0.014317805307320665, 0.015503196299108585, 0.023782488187249085, 0.06433403002296138, 0.06200264595486428, 0.03738835661086216, 0.0503154458113236, 0.015252527857467956, 0.044647379903879646, 0.05071336976864803, 0.03222645672462362, 0.03336859444967292, 0.02998744569132055, 0.016466746719364486, 0.06217333195155524, 0.014141664649928458, 0.026459342296735935, 0.03270636945806189, 0.02041500276345328, 0.014591576179027364, 0.03043308703715085, 0.06648103728101498, 0.0845113213249519, 0.045432166385966324, 0.035050394044910615, 0.1065245504578234, 0.09164039978763043, 0.09063238470633785, 0.03642924449460722, 0.05413052819905736, 0.10331142123642716, 0.03780645253305552, 0.07362439312885632, 0.07518720487304993, 0.07396407315065519, 0.06695715088721607, 0.060701575767217096, 0.17852084324549577, 0.2880896226539647, 0.14908210974735964, 0.03591949238440778, 0.03503459063234605, 0.029738333321332584, 0.021003245037100833, 0.08626182517597532, 0.04948541709141108, 0.0135320832330047, 0.039213089870209994, 0.025273651038660666, 0.048522731880340675, 0.06577601420211833, 0.06845654452621315]"
US,16,"[0.035191615074367244, 0.08808407935186793, 0.05391243450523116, 0.007379253848571354, 0.02954845333460062, 0.02400029200237161, 0.035567555584447165, 0.09640715901012713, 0.04451464170511925, 0.023890283705117733, 0.04926950082996118, 0.021996126154634584, 0.025300430489678602, 0.04226404575247592, 0.04119717390898477, 0.07282997123862779, 0.019120332983505208, 0.027091678885420686, 0.0764683579941237, 0.12955699497230275, 0.05389737141261358, 0.037827915283982765, 0.05994314503426115, 0.08128651489310705, 0.012635137172539607, 0.02242528664161038, 0.020263832047091444, 0.024445053505382012, 0.028712146173682517, 0.058744282657993564, 0.016276992576268363, 0.08646616748619798, 0.07143069793285278, 0.03999578734050957, 0.03472692663470289, 0.03133199365216324, 0.04810123841613926, 0.08041465342864487, 0.03217941925608992, 0.04360071032908196, 0.038077616924310304, 0.03867519008388437, 0.14477588675959013, 0.24135914641157766, 0.15902043660028842, 0.025743254544440118, 0.014459171674609894, 0.024029028720773202, 0.036034655680849896, 0.012441244367114326, 0.018521777405661473, 0.05386814576395918, 0.029847069795846316, 0.01279997716368593, 0.04951213197164029, 0.04560879139418338, 0.010545087184338357]"
US,17,"[0.0800700996137949, 0.060911651509108634, 0.023031978808457452, 0.028305196773891518, 0.020633867537538077, 0.04201808912768121, 0.004354443856081, 0.09559813477687278, 0.09118868450979273, 0.04834735811447809, 0.09538635447520807, 0.1017952463593474, 0.028833212547748285, 0.01834256627713669, 0.07296450938664566, 0.04538977658370142, 0.03511550237707082, 0.06004673894073582, 0.10998150083483262, 0.1155005713224693, 0.08920104917475073, 0.030844553457511796, 0.037559629939739284, 0.05793383106883609, 0.05918875553817252, 0.04854002205729121, 0.04188694315143873, 0.019092122442970934, 0.04797651729232348, 0.08135121539717857, 0.06836758708547627, 0.14985647921729608, 0.07392777392849383, 0.025945607024677256, 0.01649019623976253, 0.03565148725877488, 0.06503562509795462, 0.11047747162780099, 0.06529987392988357, 0.028624412277911487, 0.04206769130037174, 0.05784618087861269, 0.13218832794254037, 0.306733996387208, 0.1750315549244432, 0.03591942543056947, 0.03168477444165462, 0.0721867120585717, 0.016777812552351723, 0.07994490679242551, 0.0443523341553418, 0.04702355240166462, 0.07957726069644014, 0.0641807717134577, 0.05932690747098509, 0.08899109376876234, 0.051847164617813996]"
US,18,"[0.09324302744275802, 0.04637996602135972, 0.03159160412295621, 0.03356679425868332, 0.04086874858809162, 0.032391765107354885, 0.022481192735262015, 0.05866816976160177, 0.06793988526556478, 0.009193070946071, 0.07464881626784171, 0.07486875497690519, 0.04837213474557285, 0.04044660261531102, 0.06974671738242162, 0.057417165073285654, 0.041264589054465874, 0.07113994210430848, 0.06152665807696051, 0.0874912009966129, 0.11712589050122178, 0.07850348910382556, 0.044921121602410255, 0.051098031635833575, 0.045458041656114064, 0.09770459349164472, 0.08937231128356296, 0.06702115132903959, 0.06838192480004973, 0.03694202013875441, 0.06504449006281496, 0.02493342081853781, 0.023046875128754394, 0.01998601275295962, 0.030111521080842626, 0.036312180069591055, 0.05655142293716762, 0.06952781597502097, 0.05898900453989386, 0.032598600544317416, 0.03071291206408451, 0.04945863167308127, 0.019740284448910062, 0.09640041971966855, 0.08276198304298138, 0.017649551872158487, 0.03578758447257121, 0.04556708827386763, 0.01652510997174844, 0.06702229629867727, 0.08394399568059899, 0.02297768997266302, 0.02222147171496461, 0.0534093841851174, 0.003985904297662936, 0.046924937128420295, 0.009073286847734393]"
US,19,"[0.09111909532232002, 0.11149209256155619, 0.07565394139564538, 0.04347659955775554, 0.04002767730658813, 0.017114516655008603, 0.06499226121416175, 0.04567900518995753, 0.0649255376242885, 0.054813526040509084, 0.03197739603605208, 0.026625597736894043, 0.02644589955789128, 0.028460287452451685, 0.06426830606456246, 0.021999853321638476, 0.03744531157562331, 0.0018181098776997573, 0.07341345274495438, 0.11144129294469061, 0.09666338428553992, 0.04459955133814059, 0.03276160057450476, 0.039345629767030176, 0.045167921313657225, 0.0695632385339902, 0.07463207921247501, 0.06429137942194248, 0.07138922765956779, 0.04275757960768134, 0.06787376800187296, 0.07151155797271067, 0.07590830180363597, 0.009433990864414349, 0.044293378158898895, 0.022147885189101175, 0.016942140598992638, 0.041226828388985504, 0.049388982063962854, 0.00885280167280939, 0.04839312793552772, 0.06327233651483437, 0.18349318691294617, 0.27120934456445567, 0.15685015049050752, 0.03782822503574493, 0.07885508781593009, 0.09230243630217082, 0.03401158067346116, 0.033694179050215003, 0.05582311040828455, 0.006453539506129205, 0.03275073976148345, 0.06498518932316853, 0.04699924591893761, 0.08467056142901905, 0.05423784683428875]"
US,20,"[0.043301926209900116, 0.0903742710379678, 0.030819228468595534, 0.011962798598973602, 0.05041252628627428, 0.034374470107122225, 0.008913562692489137, 0.045170650247881854, 0.03680607204534323, 0.027759173652723325, 0.04018372933858099, 0.012162620406727675, 0.030440440983607493, 0.00591250604538126, 0.012590523853796142, 0.028063045504067626, 0.04993411676886264, 0.0381348576319432, 0.049808612642884456, 0.09220332296191167, 0.05923189352448541, 0.02395663936235111, 0.028060347922980174, 0.033415401458688716, 0.030142690043878186, 0.04336577925358642, 0.05336065843283918, 0.07645029723548362, 0.07204910605221099, 0.04117952005014595, 0.09205257695059443, 0.09641424579573825, 0.09016424611348958, 0.038793802563712815, 0.07789445205667173, 0.07952748578719053, 0.03925924572802358, 0.01780678570716117, 0.024015195885231353, 0.05318120582335322, 0.06318072883829888, 0.03202669712485191, 0.16865387286425323, 0.2630406443908561, 0.13183440761807902, 0.041308746266643645, 0.03756361152525069, 0.04789497778015729, 0.005763038577265773, 0.03579418489394945, 0.042022703507824985, 0.02578587491791054, 0.041847238235005836, 0.04896025152954313, 0.022874570346522884, 0.02791546374810362, 0.03357143195975451]"
US,21,"[0.021225120622633396, 0.0988344849530534, 0.07140510957430095, 0.07459459180900593, 0.04088013980088025, 0.0252110597511859, 0.059060851864394186, 0.11591628173754456, 0.03438076110463101, 0.04407914433136467, 0.04775425217265322, 0.018482903197685054, 0.03091398546127399, 0.02138190066708849, 0.04136322287729844, 0.0690672810152461, 0.06511213036141249, 0.021360552260632402, 0.042755175286044604, 0.008331618719283368, 0.017761458054933, 0.012220332612166063, 0.061262781748108244, 0.07513737316095218, 0.02790695022843432, 0.05152655345135171, 0.06111962111706326, 0.07721684870525809, 0.05794964851654853, 0.014457524471391958, 0.0668613608953031, 0.033453524415008415, 0.02650949007282802, 0.03467700766479068, 0.05463677350755073, 0.08650001320590169, 0.05656118386326476, 0.05952065209350948, 0.049162679892785555, 0.05191259885757442, 0.06891089986574668, 0.037288742131572086, 0.0887262078278455, 0.09371342057828015, 0.06629744049514938, 0.042020251678327784, 0.041550263776735145, 0.044191727830460575, 0.023915734752500768, 0.05027618368271217, 0.04191653969747002, 0.015368659052397208, 0.020379701284263526, 0.01221443269919762, 0.01541357964832457, 0.034604732871578475, 0.02204714426120889]"
US,22,"[0.040804803526654436, 0.0661629134330084, 0.07149594858215663, 0.07254968858285259, 0.044292133076269745, 0.014410802604478766, 0.019868522524139422, 0.11798397365085048, 0.048080435974810945, 0.042885453205794746, 0.07332971643153938, 0.01592880718591271, 0.0473904467446329, 0.015451542659807792, 0.024432133894176408, 0.025337605085740292, 0.03955764821172369, 0.03412310819204107, 0.07301477373484686, 0.055926467679060815, 0.04436522105159521, 0.04248427405595639, 0.04785361415038517, 0.04268945250400303, 0.03123378287623835, 0.04844602191133875, 0.04014107987648748, 0.047106500645738986, 0.038670562206808624, 0.07046964261191385, 0.009846826319041555, 0.08424956664158015, 0.048063088945502826, 0.017430727483791552, 0.028810604179940885, 0.04235475448912993, 0.008084722210834184, 0.07277334157954082, 0.03433520674769827, 0.05085138708427229, 0.027932316915333013, 0.06541042162917979, 0.13215738158089935, 0.30922270822810616, 0.17228704561572464, 0.06291425515328371, 0.02649332270337503, 0.04133855267734455, 0.015163700711417871, 0.030437185352577317, 0.027717409885705285, 0.01868956680884068, 0.08573064442577848, 0.05181020625187174, 0.038520954480782854, 0.05952091949487318, 0.04145285608682574]"
US,23,"[0.0568242219461154, 0.022265378687891045, 0.04423717340408174, 0.04001514341921092, 0.04660656796498506, 0.03682647292956768, 0.04704245015937682, 0.1332428618982921, 0.0781202723558, 0.04678985105482823, 0.10895361937457468, 0.09697591532942827, 0.039138280184079555, 0.04477311591860422, 0.06788968219326665, 0.026471859214183623, 0.03817779550616041, 0.07735613001964264, 0.0586157243277908, 0.11125793628277736, 0.08080540561856168, 0.04486824675634279, 0.06773154053743799, 0.05665082024860334, 0.05894285653752532, 0.030500876401683308, 0.025574329223211945, 0.030298651582386097, 0.06690170305255537, 0.04739288040856301, 0.037474890873143187, 0.0930438519628848, 0.06085117047879616, 0.02152422590947623, 0.01961056473227445, 0.03798143232042391, 0.04756618742138399, 0.09177832562077053, 0.09086615144974415, 0.06411450224043501, 0.02687252646946407, 0.027605970926481458, 0.06449535904983238, 0.24045283642011137, 0.14067512974945168, 0.054163424586790014, 0.0852193246497437, 0.10326631072353641, 0.022201792513566715, 0.0741013836524618, 0.05634706770709763, 0.03408312958929911, 0.03551014718253809, 0.08002613795179338, 0.0365534944631521, 0.07117554872989533, 0.05854215948750967]"
US,24,"[0.10039667809852539, 0.04962027923605832, 0.04936187123834079, 0.05260103311810247, 0.018444495936921736, 0.01800792300325688, 0.037830002604436544, 0.10555705556502676, 0.06110886219805881, 0.037090509143461875, 0.015082868068633622, 0.049850249741640186, 0.019830316578746482, 0.06177842547578927, 0.08746158037014337, 0.019277561269988423, 0.0479134184552828, 0.012326119490786564, 0.07353637915303912, 0.13113987022155874, 0.09375084271718621, 0.022814219243600886, 0.042723120898469205, 0.03579387270551234, 0.04742666638159967, 0.08935322660239277, 0.06727703549512148, 0.08354463837106844, 0.09154817431772849, 0.03250745488937452, 0.03076557804831903, 0.05064225592399548, 0.06521103925798719, 0.03362331790027084, 0.053470944320801135, 0.021159255372692833, 0.03366941955419549, 0.07383089657284446, 0.06569199001956738, 0.014001736580688703, 0.042319137132519426, 0.04012830275458493, 0.07212132159979674, 0.06263371975675151, 0.03799346276543359, 0.015714670904663802, 0.12292974708150096, 0.11623513428173263, 0.0330288516629276, 0.07746905912883784, 0.06665708565784713, 0.0454736205038937, 0.025501187337880482, 0.01984759505682534, 0.0467528901199747, 0.04366689959326099, 0.01172865110223994]"
